,Unnamed: 0,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,hanaa_nm,automatic_ind,delek_cd,fieldprice_equ,n_model
72,72,מזדה,3.0,SPIRIT,2006,5,5,0,4,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1999,150,6500,19.100000381469727,4000,10.0,185.0,8.5,15.4,11.9,0,0,0,0,0,0.0,0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.0,175.0,146.0,264.0,300.0,0.0,1305,0,0,205/50R17,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
73,73,מזדה,3.0,COMFORT,2004,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,177.0,10.0,16.1,13.1,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1247,0,0,205/55R16,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
74,74,מזדה,3.0,SPIRIT,2004,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1999,150,6500,19.100000381469727,4000,9.899999618530273,185.0,15.4,8.5,11.9,0,0,0,0,0,0.0,0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1284,0,0,205/50R17,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
75,75,מזדה,3.0,SPIRIT,2007,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1999,150,6500,19.100000381469727,4000,9.899999618530273,185.0,8.5,15.4,11.9,0,0,0,0,0,0.0,0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1284,440,750,205/50R17,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
76,76,מזדה,3.0,SPIRIT,2006,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1999,150,6500,19.100000381469727,4000,9.899999618530273,185.0,8.5,15.4,11.9,0,0,0,0,0,0.0,0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1284,0,0,205/50R17,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
77,77,מזדה,3.0,SPIRIT,2007,5,5,0,4,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1999,150,6500,19.100000381469727,4000,10.0,185.0,8.5,15.4,11.9,0,0,0,0,0,0.0,0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.0,175.0,146.0,264.0,300.0,0.0,1305,440,750,205/50R17,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
78,78,מזדה,3.0,SPIRIT,2008,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1999,150,6500,19.100000381469727,4000,9.899999618530273,185.0,8.5,15.4,11.9,0,0,0,0,0,0.0,0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1284,440,750,205/50R17,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
79,79,מזדה,3.0,ACTIVE,2008,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,107,6000,14.699999809265135,4000,12.399999618530273,177.0,10.0,16.1,13.1,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1247,440,750,195/65R15,55.0,מקורית,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
80,80,מזדה,3.0,ACTIVE,2004,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,177.0,10.0,16.1,13.1,0,0,0,0,0,0.0,0,ABS + EBD,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1247,0,0,195/65R15,55.0,מקורית,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
81,81,מזדה,3.0,COMFORT,2008,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,177.0,10.0,16.1,13.1,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1247,440,750,205/55R16,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
82,82,מזדה,3.0,ACTIVE,2007,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,177.0,10.0,16.1,13.1,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1247,440,750,195/65R15,55.0,מקורית,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
83,83,מזדה,3.0,COMFORT,2008,5,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,174.0,9.8,15.6,12.8,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.0,175.0,146.0,246.0,300.0,1285.0,1268,440,750,205/55R16,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
84,84,מזדה,3.0,COMFORT,2005,5,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,174.0,9.8,15.6,12.8,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.0,175.0,146.0,246.0,300.0,1285.0,1268,0,0,205/55R16,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
85,85,מזדה,3.0,ACTIVE,2005,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,177.0,10.0,16.1,13.1,0,0,0,0,0,0.0,0,ABS + EBD,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1247,0,0,195/65R15,55.0,מקורית,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
86,86,מזדה,3.0,ACTIVE,2006,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,177.0,10.0,16.1,13.1,0,0,0,0,0,0.0,0,ABS + EBD,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1247,0,0,195/65R15,55.0,מקורית,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
87,87,מזדה,3.0,SPIRIT,2005,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1999,150,6500,19.100000381469727,4000,9.899999618530273,185.0,8.5,15.4,11.9,0,0,0,0,0,0.0,0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1284,0,0,205/50R17,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
88,88,מזדה,3.0,SPIRIT,2005,5,5,0,4,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1999,150,6500,19.100000381469727,4000,10.0,185.0,8.5,15.4,11.9,0,0,0,0,0,0.0,0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.0,175.0,146.0,264.0,300.0,0.0,1305,0,0,205/50R17,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
89,89,מזדה,3.0,COMFORT,2006,5,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,174.0,9.8,15.6,12.8,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.0,175.0,146.0,246.0,300.0,1285.0,1268,0,0,205/55R16,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
90,90,מזדה,3.0,COMFORT,2004,5,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,174.0,9.8,15.6,12.8,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.0,175.0,146.0,246.0,300.0,1285.0,1268,0,0,205/55R16,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
91,91,מזדה,3.0,SPIRIT,2004,5,5,0,4,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1999,150,6500,19.100000381469727,4000,10.0,185.0,8.5,15.4,11.9,0,0,0,0,0,0.0,0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.0,175.0,146.0,264.0,300.0,0.0,1305,0,0,205/50R17,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
92,92,מזדה,3.0,COMFORT,2007,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,177.0,10.0,16.1,13.1,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1247,440,750,205/55R16,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
93,93,מזדה,3.0,SPIRIT,2008,5,5,0,4,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1999,150,6500,19.100000381469727,4000,10.0,185.0,8.5,15.4,11.9,0,0,0,0,0,0.0,0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.0,175.0,146.0,264.0,300.0,0.0,1305,440,750,205/50R17,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
94,94,מזדה,3.0,COMFORT,2005,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,177.0,10.0,16.1,13.1,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1247,0,0,205/55R16,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
95,95,מזדה,3.0,COMFORT,2006,4,5,0,3,0.0,שלוש שנים,0,2003,קדמית,אוטומטית - טיפטרוניק,4,בנזין,4,1598,105,6000,14.800000190734865,4000,12.399999618530273,177.0,10.0,16.1,13.1,0,0,0,0,0,0.0,0,ABS + EBD,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,175.0,146.0,264.0,419.0,0.0,1247,0,0,205/55R16,55.0,מקורית + שליטה מההגה,0,0,0,0.0,0,0,0,0,0,4,בקרת אקלים,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,2X4,1,1,0,3
96,96,מזדה,דמיו,COMFORT,2019,4,5,0,2,0.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,116,6000,14.800000190734865,4000,10.5,188.0,13.7,20.4,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,0,0,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1150,0,0,185/65R15,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,1,0,0,0,0,רגילים,0,0,2X4,1,1,0,דמיו
97,97,מזדה,דמיו,COMFORT,2018,4,5,0,2,0.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,111,6000,14.800000190734865,4000,10.5,188.0,13.1,21.2,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,0,0,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1135,0,0,185/65R15,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,1,0,0,0,0,רגילים,0,0,2X4,1,1,0,דמיו
98,98,מזדה,דמיו,PURE,2020,4,5,0,3,3024.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,116,6000,14.800000190734865,4000,10.5,188.0,13.7,20.4,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,התרעה בלבד,1,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1150,0,0,185/60R16,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד משולב עור,0,0,0,LED,1,1,1,0,אחורית,0,1,0,1,הנעה בלבד,1,0,1,0,1,1,0,0,0,0,רגילים,0,חלונות אחוריים כהים,2X4,1,1,0,דמיו
99,99,מזדה,דמיו,COMFORT,2020,4,5,0,2,2825.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,116,6000,14.800000190734865,4000,10.5,188.0,13.7,20.4,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,0,0,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1150,0,0,185/65R15,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,1,0,0,0,0,רגילים,0,0,2X4,1,1,0,דמיו
100,100,מזדה,דמיו,COMFORT,2016,4,5,0,2,0.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,111,6000,14.800000190734865,4000,10.5,188.0,13.1,21.2,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,0,0,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1135,0,0,185/65R15,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,0,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,1,0,0,0,0,רגילים,0,0,2X4,1,1,0,דמיו
101,101,מזדה,דמיו,COMFORT,2015,4,5,0,2,0.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,111,6000,14.800000190734865,4000,10.5,188.0,13.1,21.2,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,0,0,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1135,0,0,185/65R15,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,0,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,1,0,0,0,0,רגילים,0,0,2X4,1,1,0,דמיו
102,102,מזדה,דמיו,PURE,2015,4,5,0,2,0.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,111,6000,14.800000190734865,4000,10.5,188.0,13.1,21.2,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,התרעה בלבד,1,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1135,0,0,185/60R16,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד משולב עור,0,0,0,LED,1,1,1,0,אחורית,0,1,0,1,הנעה בלבד,1,0,1,0,1,1,0,0,0,0,רגילים,0,חלונות אחוריים כהים,2X4,1,1,0,דמיו
103,103,מזדה,דמיו,PURE,2018,4,5,0,2,0.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,111,6000,14.800000190734865,4000,10.5,188.0,13.1,21.2,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,התרעה בלבד,1,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1135,0,0,185/60R16,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד משולב עור,0,0,0,LED,1,1,1,0,אחורית,0,1,0,1,הנעה בלבד,1,0,1,0,1,1,0,0,0,0,רגילים,0,חלונות אחוריים כהים,2X4,1,1,0,דמיו
104,104,מזדה,דמיו,PURE,2016,4,5,0,2,0.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,111,6000,14.800000190734865,4000,10.5,188.0,13.1,21.2,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,התרעה בלבד,1,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1135,0,0,185/60R16,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד משולב עור,0,0,0,LED,1,1,1,0,אחורית,0,1,0,1,הנעה בלבד,1,0,1,0,1,1,0,0,0,0,רגילים,0,חלונות אחוריים כהים,2X4,1,1,0,דמיו
105,105,מזדה,דמיו,PURE,2019,4,5,0,3,0.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,116,6000,14.800000190734865,4000,10.5,188.0,13.7,20.4,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,התרעה בלבד,1,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1150,0,0,185/60R16,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד משולב עור,0,0,0,LED,1,1,1,0,אחורית,0,1,0,1,הנעה בלבד,1,0,1,0,1,1,0,0,0,0,רגילים,0,חלונות אחוריים כהים,2X4,1,1,0,דמיו
106,106,מזדה,דמיו,COMFORT,2017,4,5,0,2,0.0,0,0,2014,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1496,111,6000,14.800000190734865,4000,10.5,188.0,13.1,21.2,17.5,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,6,1,1,1,1,1,1,0,0,0,התרעה בלבד,0,0,0,0,0,0,0,0,0,432.0,169.5,147.0,257.0,414.0,0.0,1135,0,0,185/65R15,44.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,0,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,1,0,0,0,0,רגילים,0,0,2X4,1,1,0,דמיו
